Governor ID,T4 Kills,T5 Kills,Deads,Power
39864322.0,251065.0,1054845.0,3088380.0,73208367.0
12722180.0,10950.0,99866.0,99616.0,37237576.0
75888646.0,3560906.0,12961023.0,808273.0,70444649.0
69939206.0,0.0,0.0,0.0,47396910.0
57141256.0,4098520.0,15903934.0,2031321.0,92757906.0
62679050.0,1998847.0,5935051.0,1777451.0,51187093.0
38232075.0,5975287.0,19501919.0,4561363.0,195567139.0
102084623.0,44264.0,436380.0,0.0,50038439.0
63115280.0,0.0,0.0,0.0,50329934.0
80056338.0,618532.0,2526288.0,240990.0,55874094.0
56418324.0,1191100.0,5546561.0,722945.0,63053973.0
61460506.0,37872.0,45146.0,427005.0,40917779.0
96204830.0,106293.0,755043.0,52101.0,62530517.0
76851235.0,348631.0,2675110.0,2058305.0,86618526.0
53938211.0,188370.0,1017634.0,152466.0,47940788.0
76603428.0,67329.0,343995.0,27152.0,42406320.0
76218406.0,572085.0,1895554.0,3543788.0,73231890.0
79444007.0,61749.0,198767.0,78179.0,56361544.0
60506152.0,2577906.0,8599789.0,1413165.0,72240633.0
54444073.0,5850811.0,20111089.0,778795.0,78430648.0
96434218.0,0.0,488.0,0.0,35197732.0
69220396.0,0.0,0.0,0.0,43969812.0
96272429.0,223869.0,483581.0,137587.0,52249651.0
68085808.0,812581.0,3467419.0,1255735.0,62072037.0
89442356.0,3118457.0,781472.0,2534578.0,46936469.0
5716022.0,539018.0,2050179.0,737616.0,76106445.0
27082807.0,1497497.0,5112488.0,1257772.0,77348844.0
50411574.0,1068840.0,4661183.0,2219238.0,68431342.0
83619899.0,2.0,0.0,0.0,65804494.0
96139324.0,135098.0,561917.0,943607.0,45583919.0
70209602.0,848664.0,3860562.0,668896.0,64671696.0
47351877.0,1729841.0,6304513.0,1486908.0,96869129.0
95670341.0,0.0,0.0,0.0,46448036.0
79259722.0,2529103.0,4939667.0,416957.0,64877138.0
63598668.0,10401780.0,43337432.0,1649955.0,103003462.0
17780812.0,943708.0,4527110.0,613314.0,83555774.0
80799822.0,246387.0,816572.0,247075.0,46741606.0
87107664.0,150017.0,367062.0,1199769.0,39063429.0
86108244.0,360100.0,1364384.0,1217566.0,60867806.0
57008215.0,219381.0,721569.0,210958.0,42113201.0
41812057.0,1640842.0,5084405.0,1565639.0,70813185.0
17854556.0,1567643.0,9281729.0,823027.0,82018260.0
25456735.0,1194704.0,3004560.0,760107.0,71641300.0
67663968.0,87057.0,444780.0,57189.0,47880956.0
95137889.0,754607.0,2325610.0,20279.0,54171869.0
85506145.0,63823.0,274663.0,149554.0,51601216.0
64319584.0,0.0,0.0,0.0,39218420.0
77711460.0,65037.0,254438.0,0.0,46482827.0
76869735.0,1392192.0,4622461.0,782593.0,70334488.0
95680616.0,84105.0,651308.0,49725.0,53861808.0
102348905.0,1878080.0,5576227.0,418009.0,53217255.0
28487786.0,3006426.0,12616202.0,978748.0,77832652.0
74264682.0,1148831.0,1115885.0,747307.0,55559493.0
72323178.0,141749.0,371979.0,563768.0,45553850.0
96299115.0,0.0,0.0,0.0,35497978.0
31074420.0,806017.0,2344535.0,1298967.0,58599477.0
22020212.0,429431.0,1437381.0,2136853.0,48996024.0
96675956.0,0.0,88158.0,194784.0,45794194.0
76025975.0,86397.0,352587.0,5465.0,55209090.0
70535291.0,910901.0,2156904.0,146900.0,65172725.0
47106173.0,289870.0,932910.0,1108682.0,46156056.0
63559810.0,856738.0,2835224.0,164835.0,59298319.0
83318918.0,114109.0,545859.0,168281.0,53568516.0
68974728.0,1478084.0,5360573.0,1148611.0,71116270.0
67999885.0,0.0,0.0,0.0,71274078.0
97194125.0,396170.0,1019559.0,625044.0,41094652.0
62548111.0,334803.0,1201694.0,171487.0,62720449.0
98578573.0,487650.0,858037.0,85940.0,39447765.0
64772243.0,917920.0,2335707.0,228968.0,62726461.0
10748052.0,0.0,272.0,0.0,38174754.0
38205589.0,441567.0,1873552.0,629260.0,68630815.0
27512984.0,3217947.0,13336203.0,808806.0,84570183.0
25182362.0,490059.0,1958055.0,731720.0,72743141.0
88866971.0,44329.0,13573.0,0.0,42409365.0
68675742.0,384590.0,1558932.0,614740.0,56015657.0
41867424.0,406926.0,1082685.0,1086842.0,57470580.0
75970721.0,335623.0,983963.0,446223.0,37139320.0
15038629.0,4484977.0,16945188.0,1084384.0,65624210.0
54237350.0,4624275.0,18350625.0,1958462.0,95959796.0
87484587.0,1044000.0,3864521.0,612542.0,58432112.0
83556524.0,509431.0,1222343.0,1499395.0,63821104.0
14739629.0,0.0,2510.0,0.0,48038295.0
66506925.0,0.0,0.0,0.0,35267456.0
48281776.0,3221644.0,3857949.0,607201.0,97486238.0
19036336.0,0.0,0.0,0.0,75903110.0
79507632.0,2023925.0,8709258.0,2009455.0,71582600.0
20619443.0,27175.0,96750.0,274710.0,42119753.0
76050609.0,0.0,0.0,0.0,42112076.0
96622775.0,390541.0,683618.0,24744.0,42345706.0
81891512.0,11830.0,49836.0,409824.0,37523863.0
78024889.0,1471894.0,5929388.0,932597.0,63218913.0
63811771.0,798.0,35129.0,376193.0,63209045.0
34330811.0,52039.0,146397.0,131063.0,37048911.0
76122309.0,8148688.0,30431154.0,1833759.0,77556440.0
63082694.0,145767.0,617726.0,525138.0,51245745.0
80611525.0,0.0,0.0,0.0,36284371.0
96291019.0,3115908.0,9409094.0,716234.0,48188579.0
74240206.0,194897.0,1007429.0,1336332.0,50216430.0
77797583.0,1137053.0,3441321.0,982054.0,76371546.0
42510543.0,319733.0,0.0,2035.0,36025666.0
17502418.0,1307551.0,2722469.0,821839.0,65206540.0
81742039.0,1565261.0,6798983.0,428938.0,72758449.0
60297432.0,75971.0,320368.0,220173.0,49216340.0
84623577.0,702086.0,1984930.0,651850.0,45982303.0
90554584.0,0.0,0.0,0.0,42422606.0
80584926.0,3353267.0,5574917.0,836478.0,72009216.0
83267807.0,336360.0,2042799.0,340999.0,44613822.0
69851361.0,2142773.0,6996998.0,1780959.0,63111984.0
53317858.0,1344584.0,5438903.0,1663884.0,102458810.0
71145699.0,0.0,0.0,0.0,42164807.0
98013414.0,7291777.0,26320081.0,4243236.0,176248970.0
64016617.0,0.0,0.0,0.0,43101553.0
83714282.0,332918.0,1532124.0,205740.0,62078180.0
84981994.0,79234.0,65420.0,0.0,46451703.0
95680750.0,32996.0,463067.0,62769.0,52763201.0
71268595.0,381353.0,1543915.0,613617.0,53752690.0
37732597.0,6379553.0,24099707.0,1145919.0,96690623.0
53336309.0,1849655.0,3150812.0,518613.0,36668575.0
52375803.0,1160122.0,4685998.0,1139649.0,69351152.0
16353531.0,85782.0,259052.0,865258.0,58329931.0
23025917.0,593344.0,2844328.0,543276.0,90691014.0
76962047.0,2805.0,16563.0,121057.0,42310336.0
28012801.0,425.0,15975.0,0.0,39641770.0
64309507.0,2251506.0,8789385.0,1076634.0,77751550.0
67184899.0,4937125.0,7082938.0,1177297.0,70143535.0
80277767.0,896189.0,2676774.0,818449.0,57423103.0
50653451.0,1796298.0,5211730.0,1497956.0,85012817.0
43782411.0,52314.0,220144.0,178744.0,57387882.0
62935309.0,527480.0,2089879.0,355437.0,81179758.0
63774991.0,7345170.0,26240414.0,1463947.0,104924083.0
92000528.0,388363.0,1312902.0,1253722.0,40998444.0
75577618.0,0.0,0.0,0.0,45609780.0
55851284.0,4031716.0,16733426.0,786683.0,75111704.0
53803289.0,94503.0,359315.0,1394788.0,50690792.0
96182558.0,989480.0,3481970.0,742046.0,39851591.0
69521696.0,0.0,0.0,0.0,40282834.0
55884065.0,0.0,0.0,0.0,37390639.0
38895906.0,200765.0,988715.0,276719.0,55095721.0
11694371.0,1707985.0,10610570.0,1517670.0,83058838.0
51632421.0,3747369.0,14805614.0,1476918.0,74972383.0
33876264.0,1590712.0,5347888.0,1211384.0,88103021.0
54530345.0,236891.0,922533.0,734487.0,74367488.0
63013160.0,127628.0,433620.0,550631.0,68802376.0
62660905.0,18726.0,6809.0,0.0,54688054.0
76216620.0,1979056.0,9137069.0,1803251.0,63880077.0
62017843.0,86176.0,461294.0,58629.0,52333178.0
52130105.0,463111.0,1321489.0,632478.0,74635360.0
96293177.0,734423.0,1986137.0,521081.0,41935272.0
81359161.0,29364.0,54287.0,233745.0,37995738.0
60954941.0,1493217.0,2805779.0,665044.0,71061257.0
37421375.0,0.0,0.0,0.0,48940070.0
64115009.0,3537779.0,15359054.0,1185031.0,79853677.0
50391363.0,0.0,0.0,0.0,44038632.0
61069638.0,1139536.0,3482815.0,1115274.0,66015481.0
64252232.0,0.0,0.0,0.0,35680894.0
30669129.0,6289875.0,22475289.0,854665.0,89805198.0
95676746.0,8334229.0,27514085.0,4084806.0,146718204.0
64237899.0,10237588.0,52769908.0,2492816.0,119774985.0
80394569.0,343285.0,2106780.0,282861.0,61162895.0
96119113.0,2862263.0,7277191.0,1477655.0,53397856.0
10993999.0,199714.0,918472.0,698247.0,74748584.0
80873808.0,48866.0,104833.0,121681.0,40231362.0
66408786.0,108839.0,265878.0,1556770.0,44081811.0
62017877.0,297942.0,922890.0,241597.0,47711887.0
95676757.0,23899.0,3968.0,19041.0,40786833.0
69894487.0,0.0,0.0,0.0,50253299.0
16709976.0,1406217.0,5157348.0,1248794.0,83430607.0
53459290.0,2066731.0,7579496.0,384981.0,80342217.0
46027099.0,273158.0,771202.0,60867.0,47407501.0
96158047.0,0.0,0.0,0.0,44352184.0
75075936.0,0.0,33700.0,0.0,53717198.0
90175840.0,129141.0,567971.0,887802.0,44230292.0
75084130.0,0.0,0.0,0.0,76218852.0
96006500.0,49837.0,140849.0,22723.0,41800482.0
91324773.0,2428870.0,805375.0,1158949.0,44465620.0
84320614.0,1949191.0,6568224.0,582660.0,61027503.0
76585321.0,0.0,22187.0,100476.0,40759900.0
16615789.0,3540229.0,17005028.0,2928266.0,105445396.0
23896432.0,3209749.0,10391230.0,765320.0,68445523.0
29028720.0,378216.0,685793.0,62907.0,49440586.0
97143154.0,216339.0,304711.0,251683.0,39274478.0
60303728.0,69606.0,14218.0,0.0,36157755.0
76319094.0,0.0,0.0,0.0,41721671.0
47358328.0,0.0,0.0,0.0,46306903.0
13365625.0,15597441.0,50136659.0,6390733.0,145151014.0
17647992.0,0.0,0.0,0.0,40332966.0
77967742.0,7858009.0,32152073.0,2119043.0,111072651.0
83956095.0,4651848.0,14458673.0,1604684.0,61449993.0
64905605.0,286980.0,890699.0,902580.0,54633966.0
61086085.0,173443.0,837651.0,324911.0,46817030.0
85942663.0,62942.0,48671.0,20943.0,38553503.0
62687626.0,331596.0,1520845.0,1215922.0,55676632.0
53639563.0,428629.0,921647.0,4277540.0,78705762.0
27400587.0,676018.0,2373151.0,599806.0,70091331.0
96250250.0,13105.0,96842.0,172952.0,37816143.0
1616270.0,2185548.0,5189792.0,1011877.0,75726909.0
22505871.0,5631754.0,14699602.0,1805753.0,133366140.0
34869648.0,551715.0,1855589.0,901538.0,65734779.0
63955350.0,7811204.0,26189950.0,2864100.0,82199909.0
75209116.0,0.0,0.0,0.0,43790249.0
66371997.0,6818424.0,24399768.0,993316.0,104008048.0
96237983.0,851023.0,2047927.0,1113456.0,48393299.0
3094944.0,346823.0,1204933.0,358926.0,64974255.0
96299426.0,0.0,0.0,0.0,40678465.0
75567523.0,1439723.0,4955630.0,747055.0,65118625.0
73951651.0,0.0,0.0,0.0,36967808.0
63312297.0,157811.0,80755.0,169735.0,36911775.0
79501739.0,1385208.0,4044734.0,793586.0,65249608.0
17199532.0,2064.0,2035.0,0.0,38502572.0
50395565.0,0.0,0.0,0.0,35521886.0
25782702.0,0.0,0.0,0.0,47946114.0
74357168.0,0.0,0.0,0.0,44700156.0
65587633.0,695405.0,1658674.0,639167.0,65923493.0
84087218.0,194399.0,455816.0,236045.0,44588864.0
63179189.0,1006672.0,2291396.0,2100142.0,73533951.0
96194999.0,157.0,55548.0,12997.0,35305059.0
64094649.0,1122250.0,1796840.0,335644.0,69679726.0
63900101.0,599889.0,27882.0,0.0,66709897.0
59331015.0,2292858.0,12107599.0,607930.0,80433106.0
82031052.0,424183.0,2242612.0,200379.0,39885023.0
64348622.0,205402.0,996281.0,155263.0,62349392.0
44665294.0,108194.0,444363.0,72620.0,46127563.0
43893200.0,3999.0,0.0,0.0,47562041.0
84998606.0,72280.0,329942.0,247889.0,40312941.0
60891605.0,0.0,0.0,0.0,55764315.0
48517595.0,554632.0,2619132.0,856682.0,66378635.0
60731879.0,680590.0,3811373.0,612851.0,69786446.0
95736299.0,6177.0,4647.0,0.0,37351798.0
76218861.0,23129.0,136199.0,0.0,72902632.0
91384301.0,0.0,0.0,0.0,43245048.0
76153330.0,299263.0,890698.0,1025571.0,48289014.0
75397619.0,3361892.0,13675588.0,1376749.0,69352129.0
39756277.0,12674357.0,57872911.0,2988537.0,132214540.0
96131574.0,53072.0,142373.0,474825.0,41675731.0
69765624.0,242845.0,1489632.0,369020.0,55121450.0
96188922.0,1563879.0,5826043.0,853634.0,63494432.0
87771643.0,147675.0,548859.0,794721.0,40836846.0
95560188.0,3049824.0,2952859.0,680221.0,56128120.0
37773820.0,543914.0,1458240.0,619533.0,68362142.0
80959999.0,95439.0,415079.0,823853.0,38093987.0
96131585.0,253158.0,1401294.0,52254.0,41284271.0
79847940.0,2205473.0,4810078.0,446691.0,45107738.0
38980106.0,1733420.0,7020424.0,1538953.0,78400214.0
34513418.0,1884054.0,7637044.0,884787.0,70138814.0
62763532.0,6659.0,57134.0,0.0,55379810.0
66765325.0,0.0,0.0,0.0,38843561.0
37239310.0,3407527.0,11152235.0,1152430.0,93732727.0
43891216.0,33120.0,111642.0,77512.0,46232606.0
59951634.0,463.0,851.0,0.0,38436934.0
79819283.0,1007573.0,2616391.0,736829.0,49304743.0
6017556.0,408423.0,1262269.0,626153.0,60094397.0
11033108.0,13993.0,27302.0,0.0,39903057.0
29587991.0,524312.0,723732.0,1055063.0,66598489.0
97100314.0,29330.0,70413.0,65466.0,41816455.0
53518875.0,1085324.0,3401963.0,896961.0,69974869.0
73884186.0,524.0,4793.0,0.0,36023742.0
40299040.0,238667.0,933173.0,976945.0,68320187.0
68680227.0,267083.0,899004.0,262970.0,56507046.0
51651109.0,542184.0,1418858.0,1222111.0,79191333.0
73802284.0,732632.0,2564845.0,970022.0,70607667.0
24834605.0,486614.0,1737903.0,307000.0,71016654.0
96365102.0,59770.0,220730.0,0.0,40365079.0
95668784.0,0.0,0.0,0.0,40561949.0
15888946.0,0.0,67684.0,0.0,39925865.0
87401011.0,69197.0,284961.0,15129.0,35670485.0
88361524.0,281788.0,1349412.0,583618.0,38386962.0
67174967.0,4853900.0,15248166.0,1423491.0,69800270.0
69765691.0,219273.0,952914.0,27358.0,67660337.0
51380796.0,451304.0,2581340.0,470324.0,72242242.0
62739007.0,6622171.0,25656117.0,1079062.0,95392501.0
18530882.0,0.0,99963.0,0.0,49108348.0
51061315.0,916878.0,3285667.0,831850.0,77641953.0
62399044.0,1774929.0,8379695.0,1228615.0,67902252.0
87376450.0,4795.0,2107.0,104337.0,43255699.0
90186312.0,0.0,5389.0,0.0,44791501.0
96283208.0,126476.0,494661.0,1750320.0,44052613.0
34054731.0,2911229.0,9854462.0,1092780.0,80781066.0
57403982.0,299549.0,1029844.0,241124.0,44101552.0
96240207.0,7036.0,104972.0,45920.0,44587036.0
54622801.0,6551.0,85126.0,28533.0,45551336.0
62720594.0,1991879.0,6283419.0,1884928.0,77907398.0
83571282.0,1167565.0,4197361.0,857191.0,69611048.0
63119959.0,5501076.0,17088460.0,2104702.0,106932755.0
85246553.0,35888.0,108972.0,134714.0,45238276.0
73925214.0,746440.0,2755949.0,704895.0,75581271.0
53353057.0,25064.0,5.0,0.0,83250337.0
40823396.0,160919.0,608551.0,25795.0,62438975.0
89463398.0,184246.0,1215959.0,462478.0,54242704.0
9775721.0,147819.0,295369.0,318800.0,60811001.0
11915882.0,2465200.0,8133243.0,1344258.0,79726291.0
71733867.0,2087802.0,6801420.0,301962.0,74784080.0
96246383.0,226509.0,703673.0,762183.0,38650232.0
52619890.0,6212212.0,23968869.0,1514372.0,90576150.0
30421620.0,1027667.0,3924141.0,1107454.0,83311679.0
80675462.0,1592718.0,5554247.0,2327177.0,70628612.0
16272006.0,3331542.0,10984760.0,336113.0,62797555.0
15186568.0,804302.0,3133571.0,1028904.0,80823174.0
69114506.0,1250514.0,4548226.0,219476.0,68272427.0
95636110.0,1920533.0,5787338.0,2599490.0,77697028.0
18477710.0,684594.0,2002706.0,1053182.0,72896661.0
68399761.0,49891.0,263477.0,268506.0,46954816.0
59431571.0,796651.0,2614778.0,393092.0,63018770.0
45486740.0,115362.0,201690.0,1261601.0,52197115.0
64023189.0,858876.0,2856903.0,881718.0,82410980.0
81750678.0,2540800.0,3075257.0,1569254.0,56971787.0
50379414.0,215819.0,995891.0,800928.0,54667394.0
6261400.0,3019.0,17824.0,0.0,41301111.0
81517208.0,45.0,297.0,0.0,39792228.0
61647508.0,1188.0,132685.0,206326.0,37875041.0
53565432.0,2480485.0,7164414.0,1064512.0,78317964.0
21494429.0,0.0,0.0,0.0,52512208.0
17617566.0,0.0,0.0,0.0,35844151.0
97680032.0,15786.0,142896.0,77413.0,45146770.0
63572648.0,184670.0,951485.0,359877.0,61620674.0
58993326.0,237465.0,822465.0,452512.0,43367299.0
95677106.0,423.0,36725.0,0.0,39342202.0
96254648.0,35031.0,0.0,0.0,46508930.0
16855740.0,10055091.0,29444757.0,5215601.0,119477191.0
96195262.0,36464.0,155858.0,718208.0,37784058.0
49238719.0,0.0,0.0,0.0,37964314.0
63595204.0,1672286.0,7131654.0,990340.0,67950752.0
68860613.0,0.0,0.0,0.0,91075541.0
96105156.0,179730.0,731103.0,648770.0,44758560.0
21998284.0,892997.0,2371474.0,778598.0,70006208.0
39637709.0,2216897.0,8413108.0,814563.0,74393794.0
72628943.0,17677.0,1016.0,0.0,37719301.0
41779923.0,2084636.0,6217160.0,1523832.0,85858571.0
63478483.0,83570.0,344568.0,7961.0,47175857.0
12182229.0,444607.0,1029443.0,3025862.0,80029971.0
16702170.0,10493587.0,30814569.0,901664.0,78824012.0
76274398.0,259490.0,1005953.0,1075363.0,43607626.0
96178913.0,500729.0,1986645.0,473129.0,40484341.0
75418339.0,68875.0,183931.0,2144954.0,46519575.0
84468452.0,133859.0,156075.0,231895.0,51456543.0
63871718.0,826176.0,3998497.0,659166.0,59911097.0
41906922.0,729800.0,3676241.0,2412782.0,65181745.0
96209643.0,2157219.0,6550626.0,1352582.0,72115706.0
84652781.0,326243.0,52649.0,0.0,57864550.0
51669742.0,83852.0,166891.0,266178.0,45902866.0
57860847.0,107140.0,399581.0,755728.0,44977626.0
96326385.0,26512.0,17992.0,97247.0,38085560.0
89303794.0,0.0,0.0,0.0,44529841.0
95673075.0,99747.0,452050.0,108264.0,36411594.0
2349813.0,882584.0,3666007.0,541596.0,64073145.0
1616635.0,1393478.0,5218622.0,1099884.0,77978029.0
48452348.0,34258.0,142280.0,128033.0,45154035.0
84581124.0,420734.0,887642.0,283811.0,47421730.0
95677201.0,500849.0,1322071.0,749498.0,59011507.0
95677203.0,2294160.0,10216226.0,605483.0,63815517.0
57418518.0,932675.0,1817706.0,785213.0,70436277.0
29137686.0,168396.0,414041.0,2423883.0,62132834.0
33305369.0,1022489.0,7183924.0,895944.0,75331492.0
12954393.0,57270.0,1150569.0,2634302.0,51405776.0
62241563.0,148075.0,671354.0,1813281.0,51465374.0
28625692.0,1076951.0,3941450.0,1533360.0,63970033.0
96119582.0,833893.0,2350586.0,1145179.0,51749163.0
91433759.0,72845.0,322423.0,0.0,57710182.0
68627238.0,275895.0,1075273.0,1549350.0,69514530.0
81744680.0,72844.0,110657.0,75975.0,67517667.0
59335464.0,8039749.0,43854900.0,2491345.0,76249221.0
39666473.0,187889.0,399882.0,402971.0,41229128.0
96262955.0,183380.0,668255.0,783760.0,46252608.0
9771821.0,1392152.0,1388829.0,251841.0,67939132.0
73915182.0,0.0,61021.0,0.0,45275885.0
89414450.0,318972.0,566722.0,53452.0,46833851.0
77544243.0,889665.0,1186168.0,386862.0,64064384.0
71910195.0,0.0,0.0,0.0,53192099.0
84810550.0,1045536.0,4008377.0,863787.0,86037085.0
72969016.0,1079368.0,4015701.0,763261.0,59533459.0
85852985.0,0.0,0.0,0.0,43473741.0
66466622.0,1719016.0,5458536.0,1024049.0,69763581.0
40940350.0,2028.0,0.0,0.0,39317191.0
96219972.0,162180.0,995751.0,0.0,63344458.0
80644934.0,205305.0,102665.0,134259.0,52158768.0
70769480.0,0.0,0.0,0.0,40817253.0
79756107.0,472910.0,2359447.0,393120.0,65591352.0
79108940.0,846265.0,2393821.0,1095926.0,44560632.0
93578062.0,4421880.0,1848079.0,1230190.0,60197485.0
63795191.0,26565.0,216593.0,0.0,54353614.0
39250773.0,3589257.0,14034048.0,1541777.0,81782790.0
68635481.0,0.0,0.0,0.0,35888066.0
38132570.0,1467504.0,7195890.0,300765.0,79586513.0
56267611.0,471920.0,1598731.0,1575915.0,65147871.0
37112672.0,0.0,0.0,0.0,52304160.0
83594081.0,362406.0,1266272.0,2996522.0,45297931.0
71361379.0,0.0,119.0,0.0,37493973.0
41583461.0,10967596.0,25867069.0,4521774.0,137817904.0
19626853.0,57711.0,392910.0,1566281.0,76232737.0
33910779.0,0.0,0.0,0.0,75619616.0
95677291.0,1266728.0,2139186.0,667014.0,53790254.0
60134257.0,0.0,0.0,0.0,48072023.0
53702653.0,484084.0,2326104.0,494583.0,67246367.0
61944693.0,1311248.0,4218493.0,1023167.0,75953309.0
56865654.0,507299.0,2539516.0,464391.0,68243510.0
79498103.0,0.0,0.0,0.0,40411397.0
78596983.0,0.0,0.0,2679.0,39203320.0
55587705.0,221261.0,753070.0,1187618.0,54725447.0
61920121.0,82764.0,269893.0,279256.0,36325357.0
53474171.0,966139.0,2744949.0,1269542.0,80007711.0
80741243.0,0.0,0.0,0.0,42125811.0
34308992.0,0.0,0.0,0.0,49664087.0
75398017.0,4041942.0,16559156.0,1008694.0,77527911.0
63480706.0,2420639.0,3259474.0,1554299.0,75768509.0
18373505.0,4134992.0,11420745.0,1407754.0,47725837.0
73399169.0,0.0,0.0,0.0,37066126.0
46678919.0,4182560.0,14267101.0,1889610.0,87384860.0
96170888.0,1719190.0,1629593.0,650665.0,42667020.0
61834122.0,1005226.0,3021161.0,844504.0,67066322.0
40067979.0,56472.0,315688.0,345128.0,49819538.0
80257931.0,17327.0,60537.0,14900.0,45718162.0
61983631.0,0.0,0.0,0.0,37688755.0
97549200.0,223288.0,788809.0,27663.0,48252919.0
26717073.0,470.0,224.0,0.0,41653130.0
46576531.0,408449.0,2835023.0,1367378.0,62768938.0
96469908.0,569433.0,1750531.0,512503.0,77351669.0
85918614.0,452878.0,1619899.0,1057666.0,65090045.0
89015191.0,1771336.0,3874325.0,933698.0,50533244.0
58698652.0,31294.0,167298.0,196678.0,45334493.0
84507550.0,27910.0,110016.0,0.0,53282975.0
94804896.0,10942566.0,36273291.0,3422855.0,99402316.0
63601569.0,902628.0,3299101.0,934999.0,74686103.0
69090210.0,0.0,0.0,0.0,41180444.0
69915557.0,1347886.0,6239149.0,4242271.0,78578330.0
83366821.0,674952.0,1721592.0,1338718.0,53286845.0
77732777.0,1893116.0,5213736.0,1150824.0,50738367.0
52435883.0,130984.0,386865.0,420064.0,62419561.0
61178797.0,96049.0,26779.0,0.0,49853004.0
80559025.0,98930.0,324171.0,46153.0,39592536.0
37417909.0,256830.0,1019771.0,1289058.0,54401464.0
76112824.0,431811.0,2139127.0,581303.0,59619990.0
74017720.0,129444.0,20342.0,0.0,40421269.0
60959676.0,444060.0,1736060.0,1081800.0,61208719.0
70857667.0,1153810.0,5322862.0,214405.0,82557893.0
35871683.0,139069.0,477690.0,16505.0,54464524.0
12358600.0,1096792.0,5534899.0,570205.0,75059263.0
